0;0,15;-0,8
0,02;0,134;-1,6
0,2145296;0,102;-9,381186
0,2313788;0,08000007;0
0,2483574;0,08000007;0
0,2653825;0,08000007;0
0,281929;0,08000007;0
0,2987787;0,08000007;0
0,3159624;0,08000007;0
0,332487;0,08000007;0
0,3495135;0,08000007;0
0,3661754;0,08000007;0
0,3830648;0,08000007;0
0,3998717;0,08000007;0
0,4167227;0,08000007;0
0,4336439;0,08000007;0
0,4504209;0,08000007;0
0,4672706;0,08000007;0
0,484119;0,08000007;0
0,5012422;0,08000007;0
0,5178171;0,08000007;0
0,5347933;0,08000007;0
0,5515155;0,08000007;0
0,5683649;0,08000007;0
0,5852141;0,08000007;20
0,6020633;0,4169839;19,32603
0,6189133;0,7426119;18,65203
0,6357617;1,056898;17,9781
0,6526106;1,3598;17,30414
0,6695131;1,651357;16,62804
0,68631;1,932412;15,95616
0,703159;2,200426;15,28221
0,7401965;2,457915;13,80071
0,7571397;2,969059;13,12298
0,7738964;3,191404;12,45271
0,7907456;3,400071;11,77874
0,8075961;3,598533;11,10472
0,8244447;3,785653;10,43078
0,8412937;3,961398;9,756819
0,8582994;4,12579;9,076591
0,8781501;4,280144;8,282561
0,8950008;4,444559;7,608532
0,9118495;4,572768;6,934585
0,9289047;4,689606;6,25238
0,9455504;4,796242;5,586547
0,9623979;4,889234;4,912652
0,9792476;4,972;4,238664
0,996097;5,04342;3,564686
1,012946;5,103483;2,890739
1,029793;5,152188;2,216863
1,046643;5,189535;1,542834
1,063492;5,215533;0,8688769
1,080343;5,230173;0,1948581
1,097191;5,233456;-0,4790685
1,114039;5,225385;-1,65844
1,130889;5,197443;-2,837873
1,147741;5,149626;-4,017465
1,164766;5,081921;-5,204016
1,181791;4,993326;-6,395744
1,198287;4,884439;-7,56633
1,215135;4,759625;-8,735167
1,231984;4,612447;-9,914561
1,248833;4,445405;-11,09398
1,265682;4,258477;-12,27341
1,282532;4,051687;-13,4529
1,299476;3,824996;-14,63615
1,31623;3,577012;-15,81464
1,333077;3,312043;-16,99116
1,350048;3,025791;-18,17538
1,366777;2,717353;-19,35368
1,383626;2,393569;-20,52951
1,400636;2,047679;-21,71538
1,417327;1,678288;-22,89333
1,434184;1,296184;-24,06833
1,451024;0,8904612;-25,24764
1,467873;0,4652916;-26,4268
1,485105;0,08000004;0
1,501957;0,08000004;0
1,518815;0,08000004;0
1,535655;0,08000004;0
